order_id,customer_id,restaurant_id,partner_id,order_date,order_value,company_commission,delivery_fee,delivery_time_minutes,order_status,customer_rating,customer_name,customer_city,age,gender,signup_date,restaurant_name,restaurant_city,cuisine,rating,partner_since,partner_name,partner_city,Vehicle_Types,Experience,Joining_date,payment_id,payment_method,payment_status,payment_amount,payment_date,Month,Weekday,Month_Name,Order_Size,Is_Weekend
O00086,C0044,R0077,P0013,2025-11-22,418,83.6,40,22.0,Delivered,4.7,Arya,Delhi,27,Female,2025-08-12,The Chaat Chart,Pune,South Indian,good,2025-03-23,Vikram,Delhi,Scooter,2,2024-02-21,PAY00086,UPI,Success,458,2025-11-22,2025-11,Saturday,November,Low,True
O00087,C0533,R0059,P0010,2026-06-04,1751,0.0,0,,Cancelled,,Kishan,Delhi,36,Female,2026-01-07,The Green Chutney,Surat,SizzlerItalian,good,2026-05-26,Suresh,Bangalore,Scooter,0,2025-06-15,PAY00087,Credit Card,Refunded,1751,2026-06-04,2026-06,Thursday,June,High,False
O00088,C0561,R0076,P0038,2024-08-17,488,97.6,40,45.0,Delivered,2.7,Pranjal,Chennai,42,Female,2025-01-15,Dal Roti Wala,Ahmedabad,SizzlerItalian,good,2023-07-28,Shiv,Mumbai,Bike,5,2024-03-02,PAY00088,UPI,Success,528,2024-08-17,2024-08,Saturday,August,Low,True
O00089,C0327,R0080,P0009,2025-05-07,379,75.8,40,25.0,Delivered,4.0,Rishi,Chennai,41,Male,2026-05-08,The Chaat Chart,Pune,Nachos,good,2025-12-17,Ramesh,Pune,Bike,10,2025-03-14,PAY00089,UPI,Success,419,2025-05-07,2025-05,Wednesday,May,Low,False
O00090,C0671,R0099,P0027,2024-10-25,597,119.4,30,31.0,Delivered,4.8,Arya,Delhi,54,Male,2025-06-27,Wok & Tikka,Pune,SizzlerItalian,good,2025-03-12,Suresh,Delhi,Scooter,2,2023-07-11,PAY00090,UPI,Success,627,2024-10-25,2024-10,Friday,October,Low,False
O00091,C0024,R0005,P0037,2025-09-18,320,64.0,40,37.0,Delivered,2.0,Harsh,Hyderabad,47,Female,2026-02-21,Tadka Town,Pune,North Indian,good,2024-02-07,Bajraj,Surat,Scooter,7,2025-05-02,PAY00091,UPI,Success,360,2025-09-18,2025-09,Thursday,September,Low,False
O00092,C0357,R0059,P0017,2026-06-04,183,36.6,40,23.0,Delivered,5.0,Pranjal,Bangalore,26,Female,2025-04-03,The Green Chutney,Surat,SizzlerItalian,good,2026-05-26,Shiv,Delhi,Bike,4,2024-12-22,PAY00092,UPI,Success,223,2026-06-04,2026-06,Thursday,June,Low,False
O00093,C0106,R0058,P0029,2026-04-10,893,178.6,30,26.0,Delivered,2.8,Aditiya,Bangalore,28,Male,2025-07-16,Dal Roti Wala,Delhi,Biryani,good,2023-12-03,Kushal,Hyderabad,Bike,6,2024-09-26,PAY00093,UPI,Success,923,2026-04-10,2026-04,Friday,April,Low,False
O00094,C0308,R0029,P0022,2026-01-11,386,77.2,40,47.0,Delivered,2.7,Arjun,Chennai,60,Male,2025-12-14,Naan Stop,Bangalore,North Indian,good,2025-01-01,Vikram,Chennai,Scooter,3,2024-06-25,PAY00094,UPI,Success,426,2026-01-11,2026-01,Sunday,January,Low,True
O00095,C0295,R0001,P0014,2025-03-16,610,122.0,30,54.0,Delivered,4.3,Krishna,Bangalore,48,Male,2026-05-17,The Midnight Masala,Ahmedabad,Nachos,good,2025-09-12,Rajesh,Surat,Bike,8,2026-01-31,PAY00095,COD,Success,640,2025-03-16,2025-03,Sunday,March,Low,True
O00096,C0180,R0006,P0050,2025-11-07,231,46.2,40,33.0,Delivered,3.2,Isha,Pune,48,Female,2025-08-14,Naan Stop,Bangalore,Gujarati,good,2024-08-28,Shiv,Mumbai,Cycle,3,2023-07-26,PAY00096,COD,Failed,271,2025-11-07,2025-11,Friday,November,Low,False
O00097,C0356,R0018,P0012,2024-07-12,709,141.8,30,58.0,Delivered,2.5,Dimple,Mumbai,23,Female,2024-10-11,Curry Cartel,Delhi,Gujarati,good,2024-12-19,Ramesh,Pune,Scooter,0,2024-04-07,PAY00097,COD,Success,739,2024-07-12,2024-07,Friday,July,Low,False
O00098,C0197,R0098,P0003,2025-12-30,540,108.0,30,29.0,Delivered,2.1,Harsh,Chennai,47,Female,2026-05-05,The Chaat Chart,Mumbai,Mexican,good,2025-08-08,Vihaan,Ahmedabad,Bike,4,2025-10-14,PAY00098,UPI,Success,570,2025-12-30,2025-12,Tuesday,December,Low,False
O00099,C0877,R0004,P0014,2026-03-02,206,41.2,40,22.0,Delivered,1.7,Mudra,Chennai,60,Male,2026-05-30,Wok & Tikka,Pune,North Indian,good,2024-10-27,Rajesh,Surat,Bike,8,2026-01-31,PAY00099,Credit Card,Success,246,2026-03-02,2026-03,Monday,March,Low,False
O00100,C0341,R0071,P0004,2026-01-23,441,88.2,40,40.0,Delivered,1.9,Radha,Hyderabad,26,Female,2024-09-08,The Green Chutney,Mumbai,Mexican,good,2023-12-19,Vihaan,Hyderabad,Bike,4,2025-12-03,PAY00100,UPI,Success,481,2026-01-23,2026-01,Friday,January,Low,False
O00101,C0986,R0007,P0046,2024-12-12,710,142.0,30,33.0,Delivered,4.3,Mudra,Delhi,44,Male,2025-07-29,The Green Chutney,Delhi,Nachos,good,2023-07-15,Kushal,Delhi,Bike,2,2025-02-05,PAY00101,UPI,Failed,740,2024-12-12,2024-12,Thursday,December,Low,False
O00102,C0133,R0088,P0032,2026-03-03,187,37.4,40,28.0,Delivered,3.5,Radha,Chennai,50,Female,2025-05-06,Dal Roti Wala,Delhi,South Indian,good,2024-04-01,sanjay,Delhi,Scooter,1,2025-02-18,PAY00102,Debit Card,Success,227,2026-03-03,2026-03,Tuesday,March,Low,False
O00103,C0379,R0007,P0020,2025-03-04,535,107.0,30,33.0,Delivered,4.3,Isha,Hyderabad,40,Male,2025-07-20,The Green Chutney,Delhi,Nachos,good,2023-07-15,Suresh,Delhi,Scooter,0,2024-10-19,PAY00103,UPI,Success,565,2025-03-04,2025-03,Tuesday,March,Low,False
O00104,C0508,R0057,P0028,2025-05-22,270,54.0,40,29.0,Delivered,3.4,Pranjal,Pune,19,Male,2024-07-04,Dal Roti Wala,Bangalore,Chinese,good,2024-01-12,Bajraj,Ahmedabad,Scooter,7,2024-10-24,PAY00104,UPI,Success,310,2025-05-22,2025-05,Thursday,May,Low,False
O00105,C0492,R0078,P0035,2025-06-14,1341,268.2,20,45.0,Delivered,2.0,Mudra,Chennai,49,Male,2026-05-03,The Green Chutney,Pune,North Indian,good,2023-08-16,Suresh,Chennai,Bike,6,2026-05-31,PAY00105,COD,Success,1361,2025-06-14,2025-06,Saturday,June,High,True
O00106,C0032,R0059,P0038,2024-12-16,544,108.8,30,51.0,Delivered,2.4,Kishan,Ahmedabad,41,Female,2025-01-31,The Green Chutney,Surat,SizzlerItalian,good,2026-05-26,Shiv,Mumbai,Bike,5,2024-03-02,PAY00106,UPI,Success,574,2024-12-16,2024-12,Monday,December,Low,False
O00107,C0966,R0051,P0046,2024-12-02,763,152.6,30,23.0,Delivered,2.1,Krishna,Ahmedabad,36,Female,2024-12-26,The Green Chutney,Bangalore,Chinese,good,2023-09-14,Kushal,Delhi,Bike,2,2025-02-05,PAY00107,UPI,Success,793,2024-12-02,2024-12,Monday,December,Low,False
O00108,C0681,R0089,P0049,2024-11-03,516,103.2,30,46.0,Delivered,4.3,Mudra,Ahmedabad,38,Female,2026-01-21,Wok & Tikka,Delhi,Biryani,good,2024-05-29,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY00108,COD,Success,546,2024-11-03,2024-11,Sunday,November,Low,True
O00109,C0767,R0060,P0017,2025-07-26,895,179.0,30,50.0,Delivered,3.0,Siya,Ahmedabad,53,Male,2025-11-19,Tadka Town,Pune,Biryani,good,2023-11-28,Shiv,Delhi,Bike,4,2024-12-22,PAY00109,UPI,Success,925,2025-07-26,2025-07,Saturday,July,Low,True
O00110,C0531,R0003,P0043,2025-06-07,235,47.0,40,34.0,Delivered,3.0,Vivan,Delhi,30,Female,2025-12-08,Dal Roti Wala,Pune,South Indian,good,2026-06-18,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY00110,UPI,Success,275,2025-06-07,2025-06,Saturday,June,Low,True
O00111,C0305,R0065,P0009,2025-08-19,203,40.6,40,27.0,Delivered,2.3,Mudra,Ahmedabad,27,Female,2025-10-30,Naan Stop,Ahmedabad,Gujarati,good,2023-08-13,Ramesh,Pune,Bike,10,2025-03-14,PAY00111,UPI,Success,243,2025-08-19,2025-08,Tuesday,August,Low,False
O00112,C0854,R0039,P0046,2025-10-30,1424,284.8,20,49.0,Delivered,4.0,Pranjal,Delhi,50,Male,2024-09-14,The Midnight Masala,Chennai,Nachos,good,2024-10-30,Kushal,Delhi,Bike,2,2025-02-05,PAY00112,COD,Success,1444,2025-10-30,2025-10,Thursday,October,High,False
O00113,C0538,R0018,P0021,2025-01-04,791,158.2,30,44.0,Delivered,3.7,Mahek,Mumbai,59,Male,2026-04-26,Curry Cartel,Delhi,Gujarati,good,2024-12-19,Shiv,Mumbai,Scooter,10,2023-07-25,PAY00113,UPI,Success,821,2025-01-04,2025-01,Saturday,January,Low,True
O00114,C0154,R0001,P0010,2025-05-16,1298,0.0,0,,Cancelled,,Ayushi,Mumbai,18,Male,2025-08-22,The Midnight Masala,Ahmedabad,Nachos,good,2025-09-12,Suresh,Bangalore,Scooter,0,2025-06-15,PAY00114,UPI,Refunded,1298,2025-05-16,2025-05,Friday,May,High,False
O00115,C0631,R0040,P0024,2025-09-16,1930,386.0,20,37.0,Delivered,2.1,Vivan,Pune,54,Female,2025-08-27,Tadka Town,Surat,Mexican,good,2026-05-16,Vihaan,Ahmedabad,Bike,7,2024-05-12,PAY00115,UPI,Success,1950,2025-09-16,2025-09,Tuesday,September,High,False
O00116,C0741,R0021,P0013,2025-06-16,368,73.6,40,25.0,Delivered,3.3,Krishna,Surat,47,Male,2025-06-13,Wok & Tikka,Delhi,Biryani,good,2024-06-29,Vikram,Delhi,Scooter,2,2024-02-21,PAY00116,UPI,Success,408,2025-06-16,2025-06,Monday,June,Low,False
O00117,C0393,R0024,P0019,2024-09-14,1030,206.0,20,46.0,Delivered,2.9,Mahek,Pune,59,Female,2026-06-12,Naan Stop,Hyderabad,South Indian,good,2025-05-07,sanjay,Delhi,Bike,5,2025-12-08,PAY00117,COD,Success,1050,2024-09-14,2024-09,Saturday,September,High,True
O00118,C0065,R0022,P0007,2024-12-07,587,117.4,30,25.0,Delivered,3.5,Mudra,Hyderabad,28,Female,2024-07-06,Naan Stop,Delhi,Nachos,good,2024-01-27,Ramesh,Delhi,Bike,3,2024-01-13,PAY00118,COD,Success,617,2024-12-07,2024-12,Saturday,December,Low,True
O00119,C0733,R0071,P0021,2024-11-26,189,37.8,40,60.0,Delivered,3.1,Pranjal,Delhi,41,Female,2025-04-29,The Green Chutney,Mumbai,Mexican,good,2023-12-19,Shiv,Mumbai,Scooter,10,2023-07-25,PAY00119,UPI,Success,229,2024-11-26,2024-11,Tuesday,November,Low,False
O00120,C0599,R0046,P0024,2025-06-09,189,37.8,40,44.0,Delivered,4.8,Mudra,Delhi,58,Female,2025-12-03,The Green Chutney,Bangalore,Pizza,good,2023-07-24,Vihaan,Ahmedabad,Bike,7,2024-05-12,PAY00120,UPI,Success,229,2025-06-09,2025-06,Monday,June,Low,False
O00121,C0241,R0016,P0046,2025-03-02,1555,311.0,20,25.0,Delivered,2.5,Arya,Hyderabad,31,Male,2025-10-07,Naan Stop,Surat,South Indian,good,2024-01-15,Kushal,Delhi,Bike,2,2025-02-05,PAY00121,UPI,Success,1575,2025-03-02,2025-03,Sunday,March,High,True
O00122,C0637,R0070,P0023,2026-04-16,477,95.4,40,21.0,Delivered,2.7,Mudra,Surat,41,Female,2024-06-30,Tadka Town,Bangalore,Pizza,good,2024-06-01,Bajraj,Delhi,Bike,1,2025-02-09,PAY00122,COD,Success,517,2026-04-16,2026-04,Thursday,April,Low,False
O00123,C0588,R0014,P0022,2026-06-15,735,147.0,30,49.0,Delivered,4.5,Harsh,Surat,47,Male,2026-04-24,The Midnight Masala,Pune,South Indian,good,2025-09-27,Vikram,Chennai,Scooter,3,2024-06-25,PAY00123,UPI,Success,765,2026-06-15,2026-06,Monday,June,Low,False
O00124,C0221,R0055,P0018,2026-04-24,351,70.2,40,25.0,Delivered,1.1,Mahek,Hyderabad,31,Male,2024-08-05,The Midnight Masala,Surat,Chinese,good,2026-01-31,Bajraj,Pune,Scooter,5,2026-04-20,PAY00124,Debit Card,Success,391,2026-04-24,2026-04,Friday,April,Low,False
O00125,C0236,R0086,P0023,2024-12-08,1813,362.6,20,42.0,Delivered,1.6,Isha,Mumbai,35,Male,2025-06-01,Dal Roti Wala,Delhi,Biryani,good,2025-08-09,Bajraj,Delhi,Bike,1,2025-02-09,PAY00125,UPI,Success,1833,2024-12-08,2024-12,Sunday,December,High,True
O00126,C0951,R0018,P0043,2026-04-22,295,59.0,40,31.0,Delivered,3.2,Pranjal,Delhi,28,Female,2025-01-13,Curry Cartel,Delhi,Gujarati,good,2024-12-19,Bajraj,Hyderabad,Bike,1,2025-06-23,PAY00126,Debit Card,Success,335,2026-04-22,2026-04,Wednesday,April,Low,False
O00127,C0604,R0041,P0024,2025-12-15,886,177.2,30,38.0,Delivered,3.9,Vihaan,Ahmedabad,60,Male,2024-09-29,Dal Roti Wala,Surat,SizzlerItalian,good,2025-08-04,Vihaan,Ahmedabad,Bike,7,2024-05-12,PAY00127,UPI,Success,916,2025-12-15,2025-12,Monday,December,Low,False
O00128,C0655,R0028,P0022,2025-03-17,188,37.6,40,37.0,Delivered,3.0,Isha,Mumbai,55,Male,2025-12-31,The Chaat Chart,Ahmedabad,Gujarati,good,2025-04-15,Vikram,Chennai,Scooter,3,2024-06-25,PAY00128,UPI,Success,228,2025-03-17,2025-03,Monday,March,Low,False
O00129,C0783,R0015,P0045,2024-12-02,1192,238.4,20,53.0,Delivered,4.5,Mudra,Chennai,35,Female,2026-04-24,Wok & Tikka,Bangalore,Nachos,good,2023-07-28,Vikram,Bangalore,Scooter,5,2024-08-25,PAY00129,UPI,Success,1212,2024-12-02,2024-12,Monday,December,High,False
O00130,C0636,R0059,P0002,2026-01-20,482,0.0,0,,Cancelled,,Pranjal,Ahmedabad,57,Female,2025-04-02,The Green Chutney,Surat,SizzlerItalian,good,2026-05-26,sanjay,Bangalore,Bike,8,2025-10-08,PAY00130,UPI,Refunded,482,2026-01-20,2026-01,Tuesday,January,Low,False
O00131,C0372,R0042,P0023,2025-10-27,395,0.0,0,,Cancelled,,Pranjal,Surat,57,Male,2025-04-23,Wok & Tikka,Mumbai,Biryani,good,2025-08-25,Bajraj,Delhi,Bike,1,2025-02-09,PAY00131,UPI,Refunded,395,2025-10-27,2025-10,Monday,October,Low,False
O00132,C0274,R0007,P0047,2025-02-21,1446,289.2,20,35.0,Delivered,4.8,Krishna,Surat,34,Male,2024-12-22,The Green Chutney,Delhi,Nachos,good,2023-07-15,Vikram,Pune,Bike,5,2024-02-03,PAY00132,UPI,Success,1466,2025-02-21,2025-02,Friday,February,High,False
O00133,C0885,R0016,P0047,2024-09-21,378,75.6,40,59.0,Delivered,2.9,Pranjal,Pune,18,Female,2025-05-30,Naan Stop,Surat,South Indian,good,2024-01-15,Vikram,Pune,Bike,5,2024-02-03,PAY00133,COD,Success,418,2024-09-21,2024-09,Saturday,September,Low,True
O00134,C0305,R0043,P0013,2026-04-22,199,0.0,0,,Cancelled,,Mudra,Ahmedabad,27,Female,2025-10-30,The Green Chutney,Ahmedabad,Nachos,good,2023-09-22,Vikram,Delhi,Scooter,2,2024-02-21,PAY00134,COD,Refunded,199,2026-04-22,2026-04,Wednesday,April,Low,False
O00135,C0468,R0014,P0028,2025-07-26,487,97.4,40,51.0,Delivered,4.4,Vivan,Mumbai,37,Male,2026-04-06,The Midnight Masala,Pune,South Indian,good,2025-09-27,Bajraj,Ahmedabad,Scooter,7,2024-10-24,PAY00135,UPI,Success,527,2025-07-26,2025-07,Saturday,July,Low,True
O00136,C0633,R0095,P0023,2025-03-13,229,45.8,40,27.0,Delivered,3.2,Kishan,Hyderabad,51,Female,2026-03-18,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Bajraj,Delhi,Bike,1,2025-02-09,PAY00136,UPI,Success,269,2025-03-13,2025-03,Thursday,March,Low,False
O00137,C0850,R0009,P0007,2024-09-23,898,179.6,30,37.0,Delivered,1.7,Dimple,Hyderabad,54,Female,2025-12-09,Tadka Town,Ahmedabad,Mexican,good,2024-09-28,Ramesh,Delhi,Bike,3,2024-01-13,PAY00137,UPI,Success,928,2024-09-23,2024-09,Monday,September,Low,False
O00138,C0958,R0078,P0026,2025-08-29,467,93.4,40,29.0,Delivered,1.5,Radha,Ahmedabad,33,Female,2026-04-30,The Green Chutney,Pune,North Indian,good,2023-08-16,Suresh,Ahmedabad,Scooter,8,2024-03-12,PAY00138,UPI,Success,507,2025-08-29,2025-08,Friday,August,Low,False
O00139,C0220,R0049,P0024,2024-10-11,874,174.8,30,37.0,Delivered,1.3,Kishan,Ahmedabad,50,Male,2026-05-09,Dal Roti Wala,Pune,Nachos,good,2024-08-23,Vihaan,Ahmedabad,Bike,7,2024-05-12,PAY00139,UPI,Success,904,2024-10-11,2024-10,Friday,October,Low,False
O00140,C0706,R0006,P0049,2024-09-28,201,40.2,40,43.0,Delivered,2.2,Aditiya,Chennai,47,Male,2025-03-16,Naan Stop,Bangalore,Gujarati,good,2024-08-28,Suresh,Ahmedabad,Bike,4,2025-05-23,PAY00140,UPI,Success,241,2024-09-28,2024-09,Saturday,September,Low,True
O00141,C0909,R0070,P0012,2025-06-22,478,95.6,40,28.0,Delivered,3.4,Siya,Delhi,55,Male,2025-12-25,Tadka Town,Bangalore,Pizza,good,2024-06-01,Ramesh,Pune,Scooter,0,2024-04-07,PAY00141,UPI,Success,518,2025-06-22,2025-06,Sunday,June,Low,True
O00142,C0965,R0080,P0046,2026-04-07,984,196.8,30,58.0,Delivered,1.8,Ayushi,Ahmedabad,60,Male,2026-05-30,The Chaat Chart,Pune,Nachos,good,2025-12-17,Kushal,Delhi,Bike,2,2025-02-05,PAY00142,COD,Success,1014,2026-04-07,2026-04,Tuesday,April,Low,False
O00143,C0850,R0089,P0047,2026-05-03,398,0.0,0,,Cancelled,,Dimple,Hyderabad,54,Female,2025-12-09,Wok & Tikka,Delhi,Biryani,good,2024-05-29,Vikram,Pune,Bike,5,2024-02-03,PAY00143,UPI,Refunded,398,2026-05-03,2026-05,Sunday,May,Low,True
O00144,C0708,R0088,P0036,2025-09-05,344,68.8,40,27.0,Delivered,3.0,Rishi,Ahmedabad,53,Female,2025-01-29,Dal Roti Wala,Delhi,South Indian,good,2024-04-01,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY00144,UPI,Success,384,2025-09-05,2025-09,Friday,September,Low,False
O00145,C0192,R0054,P0032,2025-08-30,658,131.6,30,57.0,Delivered,4.0,Siya,Pune,36,Female,2026-02-23,Curry Cartel,Hyderabad,SizzlerItalian,good,2024-11-08,sanjay,Delhi,Scooter,1,2025-02-18,PAY00145,UPI,Success,688,2025-08-30,2025-08,Saturday,August,Low,True
O00146,C0004,R0031,P0029,2026-06-01,903,180.6,30,48.0,Delivered,4.1,Pranjal,Delhi,22,Female,2026-04-19,Dal Roti Wala,Delhi,South Indian,good,2024-05-13,Kushal,Hyderabad,Bike,6,2024-09-26,PAY00146,UPI,Success,933,2026-06-01,2026-06,Monday,June,Low,False
O00147,C0453,R0046,P0036,2025-10-18,149,0.0,0,,Cancelled,,Harsh,Bangalore,36,Male,2026-03-16,The Green Chutney,Bangalore,Pizza,good,2023-07-24,Bajraj,Ahmedabad,Cycle,5,2023-06-25,PAY00147,UPI,Refunded,149,2025-10-18,2025-10,Saturday,October,Low,True
O00148,C0701,R0095,P0038,2026-06-15,354,70.8,40,57.0,Delivered,4.6,Mudra,Bangalore,51,Male,2025-01-06,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Shiv,Mumbai,Bike,5,2024-03-02,PAY00148,UPI,Success,394,2026-06-15,2026-06,Monday,June,Low,False
O00149,C0115,R0087,P0024,2024-11-15,1841,368.2,20,40.0,Delivered,4.6,Mahek,Delhi,36,Male,2025-11-25,Naan Stop,Mumbai,Pizza,good,2024-04-03,Vihaan,Ahmedabad,Bike,7,2024-05-12,PAY00149,UPI,Success,1861,2024-11-15,2024-11,Friday,November,High,False
O00150,C0364,R0019,P0028,2024-09-27,841,168.2,30,27.0,Delivered,4.3,Isha,Chennai,24,Female,2026-04-23,Tadka Town,Chennai,Chinese,good,2023-11-23,Bajraj,Ahmedabad,Scooter,7,2024-10-24,PAY00150,UPI,Success,871,2024-09-27,2024-09,Friday,September,Low,False
O00151,C0837,R0078,P0005,2025-04-30,262,52.4,40,55.0,Delivered,2.4,Arjun,Surat,48,Male,2025-02-08,The Green Chutney,Pune,North Indian,good,2023-08-16,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY00151,UPI,Success,302,2025-04-30,2025-04,Wednesday,April,Low,False
O00152,C0009,R0035,P0006,2026-01-12,847,0.0,0,,Cancelled,,Vivan,Chennai,46,Female,2024-11-20,Naan Stop,Ahmedabad,Chinese,good,2024-05-20,Vihaan,Surat,Bike,2,2026-05-23,PAY00152,Credit Card,Refunded,847,2026-01-12,2026-01,Monday,January,Low,False
O00153,C0845,R0097,P0021,2025-02-18,564,112.8,30,29.0,Delivered,1.8,Radha,Bangalore,18,Male,2025-04-02,Wok & Tikka,Hyderabad,North Indian,good,2023-10-31,Shiv,Mumbai,Scooter,10,2023-07-25,PAY00153,COD,Success,594,2025-02-18,2025-02,Tuesday,February,Low,False
O00154,C0670,R0026,P0015,2024-09-20,699,139.8,30,54.0,Delivered,3.4,Arya,Pune,49,Female,2024-12-01,Dal Roti Wala,Hyderabad,Biryani,good,2026-05-17,sanjay,Bangalore,Cycle,6,2025-01-09,PAY00154,Debit Card,Success,729,2024-09-20,2024-09,Friday,September,Low,False
O00155,C0543,R0063,P0033,2025-04-19,520,104.0,30,56.0,Delivered,4.3,Siya,Ahmedabad,59,Female,2024-11-17,Wok & Tikka,Bangalore,Mexican,good,2026-02-17,sanjay,Bangalore,Scooter,5,2024-08-29,PAY00155,COD,Success,550,2025-04-19,2025-04,Saturday,April,Low,True
O00156,C0292,R0095,P0021,2024-11-22,388,77.6,40,31.0,Delivered,1.7,Aditiya,Delhi,30,Female,2024-08-15,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Shiv,Mumbai,Scooter,10,2023-07-25,PAY00156,Debit Card,Success,428,2024-11-22,2024-11,Friday,November,Low,False
O00157,C0486,R0050,P0026,2025-09-21,188,37.6,40,57.0,Delivered,1.7,Kishan,Mumbai,35,Male,2025-01-13,Curry Cartel,Ahmedabad,Mexican,good,2025-11-13,Suresh,Ahmedabad,Scooter,8,2024-03-12,PAY00157,UPI,Success,228,2025-09-21,2025-09,Sunday,September,Low,True
O00158,C0705,R0088,P0048,2024-10-27,967,193.4,30,38.0,Delivered,1.7,Arya,Delhi,53,Female,2026-06-06,Dal Roti Wala,Delhi,South Indian,good,2024-04-01,Ramesh,Bangalore,Bike,4,2023-09-12,PAY00158,COD,Success,997,2024-10-27,2024-10,Sunday,October,Low,True
O00159,C0289,R0004,P0048,2024-12-06,414,82.8,40,50.0,Delivered,3.8,Ayushi,Bangalore,40,Female,2025-08-05,Wok & Tikka,Pune,North Indian,good,2024-10-27,Ramesh,Bangalore,Bike,4,2023-09-12,PAY00159,UPI,Success,454,2024-12-06,2024-12,Friday,December,Low,False
O00160,C0090,R0039,P0034,2026-05-13,138,27.6,40,34.0,Delivered,2.5,Arya,Surat,35,Male,2024-07-21,The Midnight Masala,Chennai,Nachos,good,2024-10-30,Kushal,Ahmedabad,Bike,2,2026-04-13,PAY00160,UPI,Success,178,2026-05-13,2026-05,Wednesday,May,Low,False
O00161,C0983,R0060,P0045,2026-05-08,427,85.4,40,43.0,Delivered,3.3,Mahek,Ahmedabad,50,Female,2024-12-11,Tadka Town,Pune,Biryani,good,2023-11-28,Vikram,Bangalore,Scooter,5,2024-08-25,PAY00161,UPI,Success,467,2026-05-08,2026-05,Friday,May,Low,False
O00162,C0811,R0025,P0041,2026-01-14,1158,231.6,20,49.0,Delivered,4.3,Krishna,Ahmedabad,36,Male,2026-02-13,Curry Cartel,Hyderabad,SizzlerItalian,good,2026-04-22,Suresh,Mumbai,Bike,0,2026-03-10,PAY00162,UPI,Success,1178,2026-01-14,2026-01,Wednesday,January,High,False
O00163,C0925,R0066,P0001,2025-05-24,715,143.0,30,24.0,Delivered,1.3,Arya,Pune,60,Female,2025-05-01,Dal Roti Wala,Pune,Mexican,good,2025-03-09,Ramesh,Ahmedabad,Bike,4,2025-12-25,PAY00163,Credit Card,Success,745,2025-05-24,2025-05,Saturday,May,Low,True
O00164,C0180,R0005,P0004,2024-07-12,721,144.2,30,49.0,Delivered,3.7,Isha,Pune,48,Female,2025-08-14,Tadka Town,Pune,North Indian,good,2024-02-07,Vihaan,Hyderabad,Bike,4,2025-12-03,PAY00164,COD,Success,751,2024-07-12,2024-07,Friday,July,Low,False
O00165,C0705,R0080,P0050,2026-04-26,1255,0.0,0,,Cancelled,,Arya,Delhi,53,Female,2026-06-06,The Chaat Chart,Pune,Nachos,good,2025-12-17,Shiv,Mumbai,Cycle,3,2023-07-26,PAY00165,COD,Refunded,1255,2026-04-26,2026-04,Sunday,April,High,True
O00166,C0266,R0070,P0023,2025-08-15,995,199.0,30,50.0,Delivered,2.6,Ayushi,Delhi,58,Male,2024-12-22,Tadka Town,Bangalore,Pizza,good,2024-06-01,Bajraj,Delhi,Bike,1,2025-02-09,PAY00166,COD,Success,1025,2025-08-15,2025-08,Friday,August,Low,False
O00167,C0693,R0080,P0005,2025-06-09,921,184.2,30,37.0,Delivered,1.0,Krishna,Ahmedabad,30,Male,2024-10-23,The Chaat Chart,Pune,Nachos,good,2025-12-17,Shiv,Ahmedabad,Bike,3,2024-12-19,PAY00167,Debit Card,Success,951,2025-06-09,2025-06,Monday,June,Low,False
O00168,C0698,R0026,P0037,2026-02-21,941,188.2,30,30.0,Delivered,3.6,Vivan,Surat,54,Male,2026-03-28,Dal Roti Wala,Hyderabad,Biryani,good,2026-05-17,Bajraj,Surat,Scooter,7,2025-05-02,PAY00168,UPI,Success,971,2026-02-21,2026-02,Saturday,February,Low,True
O00169,C0302,R0040,P0013,2026-01-14,417,83.4,40,45.0,Delivered,3.7,Isha,Surat,35,Female,2026-01-14,Tadka Town,Surat,Mexican,good,2026-05-16,Vikram,Delhi,Scooter,2,2024-02-21,PAY00169,UPI,Success,457,2026-01-14,2026-01,Wednesday,January,Low,False
O00170,C0831,R0095,P0004,2026-02-25,226,45.2,40,48.0,Delivered,1.5,Siya,Hyderabad,52,Male,2026-04-14,The Green Chutney,Bangalore,Gujarati,good,2023-07-04,Vihaan,Hyderabad,Bike,4,2025-12-03,PAY00170,UPI,Success,266,2026-02-25,2026-02,Wednesday,February,Low,False
O00171,C0860,R0059,P0011,2026-04-21,368,73.6,40,30.0,Delivered,4.8,Arjun,Chennai,33,Male,2024-09-08,The Green Chutney,Surat,SizzlerItalian,good,2026-05-26,Bajraj,Delhi,Scooter,1,2024-04-14,PAY00171,UPI,Success,408,2026-04-21,2026-04,Tuesday,April,Low,False
O00172,C0457,R0014,P0003,2024-07-31,866,173.2,30,29.0,Delivered,1.9,Isha,Delhi,51,Female,2024-10-16,The Midnight Masala,Pune,South Indian,good,2025-09-27,Vihaan,Ahmedabad,Bike,4,2025-10-14,PAY00172,UPI,Success,896,2024-07-31,2024-07,Wednesday,July,Low,False
